"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","neglog10_adjP","direction","deg_class"
"ADRA2A",-0.122473117053135,6.21660858646238,-4.84727436497144,1.39268387779955e-06,0.000166022578064,4.84625185094216,3.77983284652723,"None","Not significant"
"CDCA4",0.128083143297005,7.42736040483243,4.83997358688575,1.44394842641803e-06,0.000171133073677509,4.81209811758328,3.76666604932762,"None","Not significant"
"DYNLRB2",-0.210261517261743,7.37543795269481,-4.83484466795226,1.48104383515113e-06,0.000174514905084138,4.78813429175958,3.75816747461109,"Down","Downregulated in Low RMST"
"DDX41",0.0943059712135254,8.0511491903733,4.83079702775619,1.51096469701315e-06,0.00017701732958973,4.76923985186135,3.75198421512528,"None","Not significant"
"TDG",0.158013958525704,8.62865396400972,4.8179528302219,1.60981275602221e-06,0.000187095185322214,4.70938421687385,3.72793738842142,"None","Not significant"
"HMGCR",0.112975834280826,8.47897974421583,4.81725693983286,1.61534229171988e-06,0.000187095185322214,4.70614567487851,3.72793738842142,"None","Not significant"
"TOP2A",0.283137398003851,8.74841950829474,4.80945391746776,1.67860988065647e-06,0.000193324646424758,4.66986284590904,3.71371277543889,"Up","Upregulated in Low RMST"
"MKI67",0.0888487080479346,5.87104150038285,4.80685412357649,1.70021381009132e-06,0.000193662604458728,4.65778683876599,3.71295423186287,"None","Not significant"
"TUBA3E",-0.205309345258289,6.12478348881059,-4.80681453768654,1.70054482208056e-06,0.000193662604458728,4.65760301162942,3.71295423186287,"Down","Downregulated in Low RMST"
"TSHZ2",-0.214139461588942,7.45467132573081,-4.80288957846206,1.73367447278449e-06,0.000196338634042843,4.63938373188603,3.7069942347824,"Down","Downregulated in Low RMST"
"FLT3",-0.109743053663402,5.76506852710961,-4.78953855997958,1.85107933383848e-06,0.000208476531603853,4.57751730802586,3.68094282687054,"None","Not significant"
"SLC24A2",-0.0625655588604384,5.60902380790957,-4.78424198409712,1.89974344199339e-06,0.00021278170365404,4.55301997589086,3.6720657182177,"None","Not significant"
"PPIL3",-0.112827410469531,9.26793045977175,-4.78003072095062,1.93931166937139e-06,0.000216026603170141,4.53356105570528,3.66549276320757,"None","Not significant"
"GLT8D2",-0.233014977003223,7.72826107849465,-4.77815236984784,1.95721480437426e-06,0.000216835998843311,4.52488713061633,3.66386861511725,"Down","Downregulated in Low RMST"
"FBXL6",0.162621775271128,7.3200701601019,4.76795827328893,2.05718397142944e-06,0.000226376286912152,4.47786992112163,3.6451690677778,"None","Not significant"
"KLRB1",-0.246790149572416,6.85408201808367,-4.76712810177126,2.06553786439344e-06,0.000226376286912152,4.47404528058269,3.6451690677778,"Down","Downregulated in Low RMST"
"STK35",0.109106801496791,6.80557136836832,4.76541745738086,2.08285480484104e-06,0.000227053450249651,4.46616628978305,3.64387189427832,"None","Not significant"
"TUBA3D",-0.378239173897055,6.38533483449344,-4.76256978407467,2.1119919864108e-06,0.000228618185517766,4.45305636749693,3.64088922645216,"Down","Downregulated in Low RMST"
"TACC3",0.154746488239464,6.79826322348823,4.76121541373242,2.12598694198907e-06,0.000228618185517766,4.44682387021506,3.64088922645216,"None","Not significant"
"MYL5",-0.165385325908753,7.68273114287422,-4.76074642617884,2.13085382626321e-06,0.000228618185517766,4.44466609822573,3.64088922645216,"None","Not significant"
"CBX2",0.336970881939073,7.53526288824861,4.75352202060234,2.20719166393512e-06,0.000235568597221557,4.41145319727597,3.62788260421759,"Up","Upregulated in Low RMST"
"IDNK",-0.138319547346235,7.51889405909538,-4.75158847859511,2.22806459735281e-06,0.000236557795922068,4.40257236333485,3.62606273491136,"None","Not significant"
"INCENP",0.0971995634372016,6.21167195916356,4.72971434033402,2.47781351300217e-06,0.000261711028303364,4.30234705771644,3.58217797613589,"None","Not significant"
"SLIT2",-0.175989492719767,7.30030684906249,-4.7264537418929,2.51727201143672e-06,0.00026450819563473,4.28744561468831,3.5775608670549,"None","Not significant"
"ACKR1",-0.33908442953252,7.44248440014915,-4.72077399891669,2.58745238230714e-06,0.000270488291350415,4.26151205318272,3.56785152949257,"Down","Downregulated in Low RMST"
"SLC2A4RG",0.122991715167492,7.02086497182978,4.71400616485226,2.67353355841137e-06,0.000278061130552121,4.23064969998954,3.55585971579796,"None","Not significant"
"ABCB9",0.200799087724092,7.81698539386009,4.71178244161158,2.70241317606888e-06,0.000279638033472915,4.22051853704934,3.5534037606657,"Up","Upregulated in Low RMST"
"KIF14",0.130388714357283,6.2091425247485,4.70400096135984,2.8058495844422e-06,0.000288874968580072,4.18510295790882,3.53929008874954,"None","Not significant"
"S100A13",-0.194125297067351,10.064608332163,-4.70136287669438,2.84177206139021e-06,0.000291056231212103,4.17310919655122,3.53602309848505,"None","Not significant"
"JAM2",-0.144704459003386,6.69020901394077,-4.70035647644373,2.85559216298359e-06,0.000291056231212103,4.1685354249256,3.53602309848505,"None","Not significant"
"PLK4",0.146178244685668,6.87487527047143,4.69501237986154,2.93006677197291e-06,0.000297161249485909,4.14426407328499,3.52700782422395,"None","Not significant"
"SHMT2",0.138600122450038,9.94468645662891,4.69071062635187,2.99136717147958e-06,0.000301876335597086,4.12474616324596,3.52017093044301,"None","Not significant"
"U2SURP",0.0940355761499139,8.0505206644196,4.68885449539516,3.01819591410922e-06,0.000303083368025204,4.11632987791373,3.5184378952822,"None","Not significant"
"VPS13B",0.0934614004691038,6.12134586548747,4.68758629845409,3.03665930714142e-06,0.000303442646941558,4.11058132606043,3.51792338192173,"None","Not significant"
"PIMREG",0.16027777401505,6.39462886114855,4.68293401945641,3.10532401335873e-06,0.000308790390303989,4.08950611609834,3.51033622356587,"None","Not significant"
"RCBTB2",-0.116133199807673,7.07570306407971,-4.68056014784984,3.14093291338068e-06,0.000310815133200316,4.07876008825533,3.50749784410088,"None","Not significant"
"ASF1B",0.160010772670029,6.67200630133672,4.67525604623173,3.22191855763865e-06,0.000317031030354136,4.05476857757971,3.49889822783892,"None","Not significant"
"DSN1",0.112022380379569,6.85855540894963,4.67403771125142,3.24080186744673e-06,0.000317031030354136,4.04926152551639,3.49889822783892,"None","Not significant"
"TMEM97",0.204893385609478,8.76831427032111,4.67342080226475,3.25040399038579e-06,0.000317031030354136,4.04647353686694,3.49889822783892,"Up","Upregulated in Low RMST"
"PIGV",-0.118764985916642,7.79125752865716,-4.67176546099445,3.27630437666299e-06,0.0003180355462775,4.0389943359669,3.49752433696706,"None","Not significant"
"CCND2",-0.188890687615865,9.10421935285397,-4.67046757235958,3.2967503323665e-06,0.000318503580688583,4.0331319804148,3.49688568086536,"None","Not significant"
"LRFN5",-0.088533818697126,5.70468837740956,-4.66810848446856,3.33422772114596e-06,0.000320604868375285,4.02248039690712,3.49402988718316,"None","Not significant"
"C11orf54",-0.118225998211429,7.79019061374938,-4.66483422079525,3.38692236522017e-06,0.000323637639481509,4.00770531469331,3.48994097510514,"None","Not significant"
"OARD1",-0.103819589932665,8.22657511926016,-4.66418160189425,3.39752047334035e-06,0.000323637639481509,4.00476157847607,3.48994097510514,"None","Not significant"
"GMPS",0.144711806665579,8.58589936792676,4.65884029559977,3.48546447030344e-06,0.000328574963225009,3.98068380185383,3.48336553203753,"None","Not significant"
"LRRN3",-0.153213356774965,6.01134053719718,-4.65849676220314,3.49119487515091e-06,0.000328574963225009,3.97913612142808,3.48336553203753,"None","Not significant"
"NAALADL1",-0.0970016853139938,6.12355024982996,-4.65745183847968,3.50868065941554e-06,0.000328574963225009,3.97442922951796,3.48336553203753,"None","Not significant"
"DHCR7",0.227117835382586,8.05161979458967,4.65714531555507,3.51382594962237e-06,0.000328574963225009,3.97304868133832,3.48336553203753,"Up","Upregulated in Low RMST"
"CENPI",0.0539919782389534,5.69304039878568,4.65360252642324,3.57382324118392e-06,0.00033265930032664,3.95709870548445,3.47800033025467,"None","Not significant"
"ADPRM",-0.0765246237375766,6.42712166311419,-4.65142498175503,3.61118666376536e-06,0.00033435355152205,3.94730102525834,3.4757940593394,"None","Not significant"
"KPNA1",0.0972551351361546,7.62226900709063,4.650635302594,3.62482879010906e-06,0.00033435355152205,3.94374902742715,3.4757940593394,"None","Not significant"
"ECRG4",-0.304637225230694,6.40407190084647,-4.64824090653241,3.66649628163576e-06,0.000336673543698851,3.93298254160701,3.47279100976882,"Down","Downregulated in Low RMST"
"TRIB2",0.189809647796443,7.94084494448289,4.63732309508101,3.86238620438429e-06,0.000353070595409748,3.88395830702331,3.45213845004677,"None","Not significant"
"CNRIP1",-0.10390897667777,6.13258755498943,-4.63330693079605,3.93694093678935e-06,0.000358279200877013,3.86595263053704,3.44577840312758,"None","Not significant"
"RRM2",0.126789530015052,5.96151075796484,4.62552739600993,4.08530413895716e-06,0.000368022987256043,3.83111762911416,3.43412505380838,"None","Not significant"
"GATAD2A",0.11071126349501,9.24328937142276,4.625085754648,4.09388560758061e-06,0.000368022987256043,3.82914176027049,3.43412505380838,"None","Not significant"
"CFH",-0.20453279572335,6.99573403993964,-4.62486553555621,4.09817111146048e-06,0.000368022987256043,3.82815658562085,3.43412505380838,"Down","Downregulated in Low RMST"
"IL17B",-0.0931852165607923,5.51509655599206,-4.61869777465707,4.21996022018163e-06,0.00037729775915966,3.80058288576859,3.42331577414564,"None","Not significant"
"EXOSC2",0.0843046996458985,6.98658369539114,4.61691090889586,4.25588754744115e-06,0.000378848330369379,3.79260115457557,3.42153462239888,"None","Not significant"
"RECQL4",0.146677102877722,6.18988118265922,4.61464327492967,4.30190395267159e-06,0.000380350010774427,3.78247619479448,3.41981656710641,"None","Not significant"
"ERCC6L",0.0721470337638955,5.61249403469964,4.61424311280875,4.31007370561161e-06,0.000380350010774427,3.78068997591161,3.41981656710641,"None","Not significant"
"LMNB1",0.0799825996800831,5.860050705894,4.6106886067271,4.38329903575452e-06,0.000385144615706276,3.76483018141188,3.41437616916562,"None","Not significant"
"ZNF525",0.0911266432799627,6.20981705806447,4.60558472168419,4.49053266600335e-06,0.000392873426594328,3.74207795453503,3.40574734526235,"None","Not significant"
"CCT5",0.130746541145377,7.07763759131692,4.60084083614353,4.5924552529372e-06,0.000400073505688567,3.72095244542883,3.39786020821671,"None","Not significant"
"THYN1",-0.11561028420048,8.10286322144391,-4.59440479237571,4.7342859600381e-06,0.000409287844220734,3.69232514305525,3.38797115363534,"None","Not significant"
"RC3H2",0.0958915925536212,7.03320834073486,4.59422164961578,4.73838269492732e-06,0.000409287844220734,3.69151109879553,3.38797115363534,"None","Not significant"
"GARS1",0.124293247658865,10.0799427338182,4.58735286050492,4.89450937905122e-06,0.000420989762413329,3.66100299676464,3.37572846516542,"None","Not significant"
"KHSRP",0.124914512244081,8.3887868687226,4.57978291637851,5.07228434323835e-06,0.000434447547634091,3.62743194074804,3.36206264993606,"None","Not significant"
"CALML3",-0.22067473441161,6.04641070752182,-4.57422025351733,5.20684791996511e-06,0.000444107091416271,3.60279700836377,3.35251229204054,"Down","Downregulated in Low RMST"
"GNG7",-0.136656536958453,6.58292806721353,-4.571760725943,5.26743004000299e-06,0.000447402339022754,3.59191394627312,3.34930174973867,"None","Not significant"
"TPI1P2",0.133739294344025,7.3896524342737,4.57020158152258,5.30618355692044e-06,0.000448071952833229,3.58501789209043,3.34865223999899,"None","Not significant"
"DNMT3B",0.10844720343822,6.00247150113228,4.5696773639433,5.31927459335989e-06,0.000448071952833229,3.5826998041267,3.34865223999899,"None","Not significant"
"TNN",-0.0824755754865429,5.58342202489612,-4.56774193986394,5.36787566205138e-06,0.000450305124983199,3.5741436004265,3.34649311024502,"None","Not significant"
"ANLN",0.150012791485139,6.31546069777295,4.56444561142159,5.45163210739576e-06,0.000455457051267469,3.55957914559311,3.34155256990275,"None","Not significant"
"BBOF1",-0.181693654628121,7.37180535591204,-4.55403225954805,5.72453245060732e-06,0.000476304465329103,3.51363591979057,3.32211534698159,"None","Not significant"
"CENPK",0.115473128991417,6.38681002133174,4.5509972998406,5.80650140976995e-06,0.000481160696090083,3.50026497318486,3.31770985549749,"None","Not significant"
"UTP23",0.114117763203291,7.11722530409418,4.54871459239902,5.86889314139169e-06,0.000483031842685381,3.49021387832514,3.31602423850995,"None","Not significant"
"TGFB3",-0.203134068795093,8.72983079566683,-4.54807756785287,5.88641883055939e-06,0.000483031842685381,3.48740983905832,3.31602423850995,"Down","Downregulated in Low RMST"
"MITD1",-0.0879715970102475,8.13060446344349,-4.54757907578171,5.90016820351532e-06,0.000483031842685381,3.48521585439107,3.31602423850995,"None","Not significant"
"NCOA3",0.119294850511761,8.62820322475968,4.54390430047777,6.0024793024257e-06,0.000489442162319791,3.46904947453218,3.3102986216738,"None","Not significant"
"TP63",-0.164016711508707,5.90358775820772,-4.540896584263,6.08748127385478e-06,0.000494395640508086,3.45582711201192,3.30592536743305,"None","Not significant"
"KRAS",0.0979363960259438,7.61146064985872,4.53544435000974,6.2445169138623e-06,0.000503703586326999,3.43187994327031,3.29782495699124,"None","Not significant"
"KIF18A",0.0845061039110322,5.73877872749543,4.53476758228735,6.26427782671712e-06,0.000503703586326999,3.42890940819532,3.29782495699124,"None","Not significant"
"MOB3B",-0.109198286993106,5.88772296813052,-4.53435963639972,6.27621834324541e-06,0.000503703586326999,3.42711901997014,3.29782495699124,"None","Not significant"
"SPATA18",-0.185939390147265,6.65608730964087,-4.53043567997817,6.39219088081393e-06,0.000510999259236831,3.40990558624829,3.29157972943396,"None","Not significant"
"ARHGAP11B",0.0787863577073163,5.751409778522,4.52584208215281,6.53056300848781e-06,0.000520021589562594,3.38977297202324,3.283978625532,"None","Not significant"
"SLC40A1",-0.331240121231613,9.83091728082563,-4.52461963787055,6.56786703281914e-06,0.00052095707962653,3.3844186367934,3.28319805568165,"Down","Downregulated in Low RMST"
"NME5",-0.20745601957426,6.54897879929993,-4.52282993536945,6.62284978088724e-06,0.000523282142571265,3.3765822285802,3.28126408565989,"Down","Downregulated in Low RMST"
"HSPA12B",-0.141333776536652,6.91652612207618,-4.52134674267008,6.66874979252757e-06,0.000524874380388705,3.3700901867842,3.27994462503593,"None","Not significant"
"CDC25C",0.113573198125362,6.14755406280686,4.51328961831622,6.92346251742942e-06,0.000542826090068457,3.33485967191522,3.26533928684049,"None","Not significant"
"PRR7",0.106255672913621,6.10921301890682,4.50921670840062,7.05573991741639e-06,0.000548934833978926,3.31707370534312,3.26047920914402,"None","Not significant"
"DERL1",0.126033320557807,8.6688674252421,4.5087720070138,7.07032830414977e-06,0.000548934833978926,3.31513268515312,3.26047920914402,"None","Not significant"
"PUF60",0.147940986093362,10.5796048821737,4.50841193888682,7.08216145874209e-06,0.000548934833978926,3.31356120597349,3.26047920914402,"None","Not significant"
"AUP1",0.0900825656953111,7.94569188239064,4.5016244590414,7.30880265580292e-06,0.000564118053161692,3.28396076035647,3.2486300015633,"None","Not significant"
"BOP1",0.183949256566499,9.49867594154407,4.50026622381789,7.35498181712027e-06,0.000564118053161692,3.27804264515719,3.2486300015633,"None","Not significant"
"HMGCS1",0.142982081016111,9.41073632862527,4.50008777991404,7.36106951881335e-06,0.000564118053161692,3.27726525654611,3.2486300015633,"None","Not significant"
"OPRPN",-0.250344030219377,5.82686405317295,-4.49705258406871,7.46535847538532e-06,0.000569967537530823,3.26404704710988,3.24414987884103,"Down","Downregulated in Low RMST"
"PLCD3",-0.0779326206292261,5.70512518903648,-4.4892119272799,7.7413490966184e-06,0.000586946285434792,3.2299412321551,3.23140164152354,"None","Not significant"
"CPT1A",0.106919408977677,6.24502413152478,4.48808632475492,7.78176303297704e-06,0.000586946285434792,3.22504975338576,3.23140164152354,"None","Not significant"
"RDH16",0.169167108748678,6.03409345057095,4.48795509672949,7.78648780147085e-06,0.000586946285434792,3.22447955934127,3.23140164152354,"None","Not significant"
"SMOC2",-0.249985727827337,8.41906275308897,-4.4874994034215,7.80291603398718e-06,0.000586946285434792,3.22249966887734,3.23140164152354,"Down","Downregulated in Low RMST"
"DIXDC1",-0.113436207598654,6.51038101445914,-4.48271258502695,7.9775025257893e-06,0.000596255233071013,3.20171375526558,3.22456779632266,"None","Not significant"
"FAM110A",0.157821550107102,8.56231949565884,4.48134433136765,8.02808899300961e-06,0.000596255233071013,3.19577631345427,3.22456779632266,"None","Not significant"
"C1QTNF4",-0.109548633532653,6.00731342748494,-4.48124301861416,8.03184686486819e-06,0.000596255233071013,3.19533674376804,3.22456779632266,"None","Not significant"
